iter	RMSE
344	0.2993780999
345	0.2993027072
346	0.298729993
347	0.2981565321
348	0.2975996046
349	0.2970966418
350	0.2967022267
351	0.2958882067
352	0.2955593824
353	0.2944757951
354	0.2934723158
355	0.2931093078
356	0.2924442241
357	0.2911662481
358	0.2906037725
359	0.2897166546
360	0.2893674436
361	0.2887111202
362	0.2882381302
363	0.2873370334
364	0.28614471
365	0.2857991481
366	0.2852921702
367	0.2847950925
368	0.2842616263
369	0.2838496385
370	0.2835142138
371	0.2822512145
372	0.2817864302
373	0.280815424
374	0.2796644492
375	0.2793196822
376	0.2783909372
377	0.2781249262
378	0.2774361798
379	0.2768379877
380	0.2764534738
381	0.2762068432
382	0.2757780137
383	0.2753490584
384	0.274224811
385	0.2731060317
386	0.2723630244
387	0.271253347
388	0.2709561107
389	0.2707235367
390	0.2702512924
391	0.2699640105
392	0.2694791835
393	0.2688149895
394	0.2677634815
395	0.2669367145
396	0.2661303373
397	0.265762383
398	0.2645069975
399	0.2636949117
400	0.2629168811
401	0.2626732541
402	0.261917187
403	0.261578717
404	0.2610195702
405	0.2604075816
406	0.2599523816
407	0.2596891621
408	0.259402851
409	0.2588505812
410	0.2583619021
411	0.2578114527
412	0.2568392601
413	0.2561745515
414	0.2556388479
415	0.2545054191
416	0.2537312065
417	0.2534142886
418	0.2529203424
419	0.2526059294
420	0.2522872829
421	0.2515123811
422	0.2508754592
423	0.2504729119
424	0.2501643272
425	0.2496710843
426	0.2487514514
427	0.2485603497
428	0.2480482954
429	0.2474245863
430	0.2471805841
431	0.2464975366
432	0.2460074799
433	0.2457366107
434	0.2453910565
435	0.2452271867
436	0.2444225512
437	0.2438334498
438	0.2433511962
439	0.2429399717
440	0.2419240633
441	0.2417578626
442	0.2409616192
443	0.2407068753
444	0.2400757451
445	0.2395694513
446	0.2393008748
447	0.2390718252
448	0.2388989945
449	0.2386732545
450	0.2378065498
451	0.2371994363
452	0.2367909286
453	0.2361909696
454	0.2358236599
455	0.2355742983
456	0.2347687797
457	0.2344785444
458	0.2339067176
459	0.2331000315
460	0.2325316728
461	0.2319178764
462	0.2316575318
463	0.2309783157
464	0.2303811245
465	0.2300623151
466	0.2298476792
467	0.2292279497
468	0.2289969346
469	0.2285597967
470	0.2284260124
471	0.2278500989
472	0.2274120444
473	0.2267255295
474	0.226319977
475	0.2257033065
476	0.2251573805
477	0.224962514
478	0.2244691338
479	0.2239806373
480	0.22369887
481	0.2234129388
482	0.2231363006
483	0.2225582356
484	0.2220090362
485	0.221467183
486	0.2212349718
487	0.2207830891
488	0.2206921444
489	0.2205702241
490	0.2199839276
491	0.2195847853
492	0.2188862383
493	0.2184261053
494	0.2181764431
495	0.2177927731
496	0.2174691675
497	0.2172673916
498	0.2167994205
499	0.2161942665
500	0.2155642027
501	0.2153117793
502	0.2149621785
503	0.2143517897
504	0.213896689
505	0.2137255273
506	0.2132339402
507	0.212943041
508	0.2126595436
509	0.212335283
510	0.2117787956
511	0.2112549132
512	0.2110831596
513	0.2106288592
514	0.210206101
515	0.2097024433
516	0.2094860654
517	0.2092172234
518	0.2087960901
519	0.2083025582
520	0.2080516842
521	0.2076961475
522	0.2074018855
523	0.2070347116
524	0.2068130971
525	0.2062186852
526	0.2057177579
527	0.2051190648
528	0.2049083175
529	0.2043876281
530	0.2037728788
531	0.2033166152
532	0.2030296973
533	0.2026575644
534	0.2025283049
535	0.2019964617
536	0.2017522102
537	0.2013136196
538	0.201262655
539	0.2012174871
540	0.2007565699
541	0.2004969499
542	0.2004483315
543	0.2001431347
544	0.1997463369
545	0.1992139029
546	0.198849943
547	0.1984748419
548	0.1979433126
549	0.1976964528
550	0.1973350984
551	0.1968778795
552	0.1965237571
553	0.1961599408
554	0.1957315828
555	0.1951942891
556	0.1949748222
557	0.194596603
558	0.1940964228
559	0.1935553904
560	0.1933711255
561	0.1930085237
562	0.1928319759
563	0.1925678254
564	0.1922055267
565	0.1919285546
566	0.1915694853
567	0.1914080852
568	0.1911960987
569	0.1909334938
570	0.1905412482
571	0.1902648319
572	0.1898160909
573	0.1895840428
574	0.1892879428
575	0.1889865913
576	0.1884577765
577	0.1884001942
578	0.188186309
579	0.187777025
580	0.1877197132
581	0.18749123
582	0.1870754825
583	0.1868896159
584	0.1865065859
585	0.1860117848
586	0.1857833898
587	0.1856075439
588	0.1854643607
589	0.1850112551
590	0.184974535
591	0.1848092888
592	0.1847325551
593	0.1843197597
594	0.1840752259
595	0.1838562431
596	0.1836679459
597	0.1832946333
598	0.1829302097
599	0.1825307151
600	0.1822299171
601	0.1817711569
602	0.1816330778
603	0.181360817
604	0.1811021839
605	0.1808772567
606	0.1805179418
607	0.1801164598
608	0.1800861995
609	0.1800514371
610	0.1798457596
611	0.1796340647
612	0.1793733988
613	0.1789886197
614	0.1786713235
615	0.1783773719
616	0.1779743545
617	0.177688841
618	0.1774255038
619	0.1770008135
620	0.1767266162
621	0.1764678466
622	0.1762163099
623	0.1759956119
624	0.1755998958
625	0.1755521913
626	0.1752156106
627	0.1749914877
628	0.1748294321
629	0.1746981847
630	0.1745041553
631	0.174381267
632	0.1742058819
633	0.1741231717
634	0.1740197365
635	0.1738579643
636	0.1735931707
637	0.1734742532
638	0.1733304815
639	0.1729910619
640	0.1726791317
641	0.1725963127
642	0.1721077641
643	0.1717537539
644	0.1714891328
645	0.1711425323
646	0.170842374
647	0.1704270432
648	0.1701290236
649	0.1698013843
650	0.1697590729
651	0.1695395863
652	0.1693566239
653	0.1691125792
654	0.1689814296
655	0.1686230582
656	0.1682599394
657	0.1679810643
658	0.1679491323
659	0.1678069503
660	0.1676954117
661	0.1675084921
662	0.1674412096
663	0.1674101925
664	0.1671414361
665	0.1670326427
666	0.1667830852
667	0.1667399527
668	0.1663722133
669	0.166218908
670	0.1660514477
671	0.1658463354
672	0.1656308869
673	0.1654081933
674	0.165158528
675	0.1648796672
676	0.164663316
677	0.164530621
678	0.164239339
679	0.1639880988
680	0.1636137733
681	0.1635588527
682	0.1635075547
683	0.1634723978
684	0.1633552701
685	0.1632534478
686	0.1629214134
687	0.1626613774
688	0.1625611103
689	0.162272789
690	0.1619520681
691	0.1619285489
692	0.1615747052
693	0.1612849556
694	0.1609189208
695	0.1608895318
696	0.1608680875
697	0.1607969513
698	0.1605018351
699	0.1604099798
700	0.1602521066
701	0.1602277745
702	0.1601177153
703	0.1597841882
704	0.1597639798
705	0.1595178596
706	0.1592452169
707	0.1589567179
708	0.158709758
709	0.1586477849
710	0.1583917566
711	0.1581162664
712	0.1578095116
713	0.1574232191
714	0.1571958556
715	0.1570724469
716	0.1570183741
717	0.1566099451
718	0.1565687685
719	0.1564121124
720	0.156252842
721	0.1560337788
722	0.1557725319
723	0.1555800987
724	0.1554066185
725	0.1553044062
726	0.1550318344
727	0.1547961215
728	0.1547724674
729	0.1545611667
730	0.1545356772
731	0.1543674847
732	0.1540960997
733	0.153761962
734	0.1536521629
735	0.1533180794
736	0.1532133026
737	0.1530297662
738	0.1527769988
739	0.1524673027
740	0.152192753
741	0.1521647324
742	0.1519616299
743	0.1518171395
744	0.1515570269
745	0.1515326982
746	0.1513250613
747	0.1510106544
748	0.1507671955
749	0.1506314127
750	0.1503153212
751	0.1500765792
752	0.1497513957
753	0.1494918742
754	0.1492853019
755	0.1489354866
756	0.1486886354
757	0.148553106
758	0.1485260287
759	0.1483939264
760	0.1483704181
761	0.1480915944
762	0.1480770865
763	0.1479608501
764	0.1477187457
765	0.1474988787
766	0.1472395115
767	0.1470596115
768	0.1468725881
769	0.1466299453
770	0.1463385457
771	0.1460268775
772	0.1457506481
773	0.1454861911
774	0.1453800121
775	0.1453547457
776	0.145111007
777	0.1448544526
778	0.1448338632
779	0.1447396884
780	0.1444724821
781	0.1443301614
782	0.1440451357
783	0.1438368371
784	0.1436185312
785	0.1433740516
786	0.1431928064
787	0.1430014822
788	0.1427794097
789	0.1425772426
790	0.1425355597
791	0.14241068
792	0.1423967655
793	0.1423780245
794	0.14234949
795	0.1422139078
796	0.1420660778
797	0.1418280573
798	0.141534456
799	0.1412649757
800	0.1410910103
801	0.1407736203
802	0.1405578929
803	0.140366176
804	0.1402304885
805	0.1399518721
806	0.1398094579
807	0.1396956248
808	0.1395974647
809	0.1393533271
810	0.1393100614
811	0.1390290571
812	0.1387660044
813	0.1385643669
814	0.1385481088
815	0.1385322021
816	0.1384146815
817	0.1382409279
818	0.1380219295
819	0.1378710827
820	0.1378554224
821	0.1376653949
822	0.1375025796
823	0.1372624235
824	0.1370836824
825	0.1370642696
826	0.1367971383
827	0.1366825978
828	0.1365165881
829	0.136501396
830	0.1364093612
831	0.1362269678
832	0.1360940414
833	0.1359019441
834	0.1357867575
835	0.1355436201
836	0.1353354953
837	0.1351133416
838	0.134858236
839	0.1346367405
840	0.1344703405
841	0.1344572187
842	0.1342810455
843	0.1341361419
844	0.1339538161
845	0.1337374347
846	0.1335606355
847	0.1334048283
848	0.1331849649
849	0.1331649237
850	0.1330299555
851	0.1327693663
852	0.1326649061
853	0.1325078606
854	0.1323117077
855	0.1322924079
856	0.1322784484
857	0.1321798583
858	0.1320293471
859	0.1319166689
860	0.1317841191
861	0.1315661841
862	0.131466397
863	0.1313885241
864	0.1311269157
865	0.1308973081
866	0.1308812784
867	0.1307877978
868	0.1305741812
869	0.130430826
870	0.1302549453
871	0.1301029819
872	0.1298377588
873	0.129723765
874	0.1296122484
875	0.1294909752
876	0.1292855306
877	0.1291110274
878	0.1288932403
879	0.1286950216
880	0.1284832135
881	0.1283351917
882	0.1280817786
883	0.1279600445
884	0.1278227711
885	0.1277224911
886	0.1276924311
887	0.1275556943
888	0.127329785
889	0.1272486918
890	0.1270140713
891	0.1269183182
892	0.1267369545
893	0.126714894
894	0.126620329
895	0.1264148686
896	0.126362774
897	0.1262820868
898	0.126095874
899	0.1258815606
900	0.125741331
901	0.1255921047
902	0.1254120772
903	0.1252002522
904	0.1251046143
905	0.1249802954
906	0.1248592743
907	0.1247608598
908	0.1245896238
909	0.1244502946
910	0.1243566219
911	0.1241400657
912	0.1241296575
913	0.1239955081
914	0.1239797257
915	0.1239638967
916	0.1238440651
917	0.12372871
918	0.1236099883
919	0.1234437584
920	0.1232724165
921	0.1232674176
922	0.1230735149
923	0.1229223771
924	0.1227719589
925	0.1225969978
926	0.1225900083
927	0.1224065379
928	0.1222808535
929	0.1222749274
930	0.1221119531
931	0.1219734944
932	0.1218124478
933	0.1216969675
934	0.1215560663
935	0.1213834898
936	0.1213766991
937	0.1212261921
938	0.121167441
939	0.1211580288
940	0.1209363637
941	0.120773945
942	0.1206681402
943	0.1204989627
944	0.1203885598
945	0.1201755232
946	0.1200715166
947	0.1198701794
948	0.1196526413
949	0.1194487852
950	0.1192958545
951	0.1191417174
952	0.1191286813
953	0.1189881467
954	0.118973044
955	0.1189138186
956	0.1188460132
957	0.1187379071
958	0.1187222865
959	0.1185546503
960	0.1184891316
961	0.118396414
962	0.1183772732
963	0.1182196411
964	0.1180855464
965	0.1178783918
966	0.1177138982
967	0.1175647858
968	0.1174434259
969	0.1174350973
970	0.1173051874
971	0.1172763809
972	0.1172511613
973	0.1171637757
974	0.1169736884
975	0.1168492831
976	0.1166220156
977	0.1165952957
978	0.1164964134
979	0.1163989917
980	0.1162033873
981	0.1160230243
982	0.1158418939
983	0.1157587242
984	0.1156707226
985	0.1154801318
986	0.1153001231
987	0.1151051291
988	0.114997066
989	0.1148974608
990	0.1147714805
991	0.1146605412
992	0.1145214325
993	0.1144626166
994	0.1142923625
995	0.1140811075
996	0.1139099555
997	0.1137544785
998	0.1136174469
999	0.1135030414
784841
